,10yr_yield,vix,natgas
2024-10-13,4.0600000000000005,21.262,2.404
2024-10-20,4.055,19.412,2.1475
2024-10-27,4.218,19.044,1.8780000000000001
2024-11-03,4.3,20.906,1.8239999999999998
2024-11-10,4.319999999999999,17.776,1.4940000000000002
2024-11-17,4.4325,14.830000000000002,1.7899999999999998
2024-11-24,4.412,16.240000000000002,2.35
2024-12-01,4.25,14.041999999999998,3.1875
2024-12-08,4.186,13.280000000000001,2.904
2024-12-15,4.279999999999999,13.936000000000002,3.024
2024-12-22,4.476,20.125999999999998,2.996
2024-12-29,4.595,15.432500000000001,2.9275
2025-01-05,4.575,17.2025,3.46
2025-01-12,4.682,17.834,3.934
2025-01-19,4.69,17.318,5.465999999999999
2025-01-26,4.6125,15.168000000000001,4.015000000000001
2025-02-02,4.546,16.628,3.308
2025-02-09,4.486,16.728,3.28
2025-02-16,4.532,15.518,4.026
2025-02-23,4.5,15.972,5.9
2025-03-02,4.296,19.654,3.8920000000000003
2025-03-09,4.254,23.292,4.273999999999999
2025-03-16,4.279999999999999,25.088,4.152
2025-03-23,4.268,20.238,4.138
2025-03-30,4.33,18.66,3.918
2025-04-06,4.134,28.177999999999997,4.072
2025-04-13,4.3260000000000005,42.242,3.6759999999999997
2025-04-20,4.34,30.825000000000003,3.2575
2025-04-27,4.368,28.830000000000002,2.996
2025-05-04,4.21,24.655,3.0825
